,ANOM12,ANOM3,ANOM34,ANOM4,AUSM,EASM,EM,IM,IOD,NAT,NP,PDO,SAM,SAT,SETIO,SO,SWIO,TAS,TNA,TSA,WNPM,WTIO,WYM,meses
2005-12-01,-0.5333333333333333,-0.73,-0.64,-0.24,,,,,,,,,,,,,,,,,,,,NDJ
2006-01-01,-0.08,-0.5933333333333334,-0.75,-0.49,,,,,,,,,,,,,,,,,,,,DJF
2006-02-01,0.17,-0.5066666666666667,-0.7400000000000001,-0.5766666666666667,,,,,,,,,,,,,,,,,,,,JFM
2006-03-01,-0.22666666666666668,-0.37999999999999995,-0.49333333333333335,-0.41,,,,,,,,,,,,,,,,,,,,FMA
2006-04-01,-0.47000000000000003,-0.2966666666666667,-0.26,-0.13333333333333333,,,,,,,,,,,,,,,,,,,,MAM
2006-05-01,-0.5700000000000001,-0.09333333333333332,0.023333333333333334,0.10333333333333333,,,,,,,,,,,,,,,,,,,,AMJ
2006-06-01,0.06666666666666665,0.049999999999999996,0.13,0.2333333333333333,,,,,,,,,,,,,,,,,,,,MJJ
2006-07-01,0.49333333333333335,0.21666666666666667,0.24333333333333332,0.37333333333333335,,,,,,,,,,,,,,,,,,,,JJA
2006-08-01,0.8666666666666666,0.51,0.3833333333333333,0.5066666666666667,,,,,,,,,,,,,,,,,,,,JAS
2006-09-01,1.1366666666666665,0.7966666666666667,0.6,0.6766666666666667,,,,,,,,,,,,,,,,,,,,ASO
2006-10-01,1.19,1.0066666666666668,0.8266666666666667,0.8300000000000001,,,,,,,,,,,,,,,,,,,,SON
2006-11-01,1.0533333333333335,1.1166666666666665,1.0166666666666666,0.9199999999999999,,,,,,,,,,,,,,,,,,,,OND
2006-12-01,0.7633333333333333,1.06,0.9866666666666667,0.87,,,,,,,,,,,,,,,,,,,,NDJ
2007-01-01,0.4533333333333333,0.7233333333333333,0.6566666666666666,0.71,,,,,,,,,,,,,,,,,,,,DJF
2007-02-01,-0.026666666666666655,0.19999999999999998,0.24666666666666662,0.5099999999999999,,,,,,,,,,,,,,,,,,,,JFM
2007-03-01,-0.5933333333333333,-0.2133333333333333,0.016666666666666666,0.3666666666666667,,,,,,,,,,,,,,,,,,,,FMA
2007-04-01,-1.14,-0.48333333333333334,-0.10666666666666667,0.2166666666666667,,,,,,,,,,,,,,,,,,,,MAM
2007-05-01,-1.2899999999999998,-0.5666666666666668,-0.12666666666666668,0.1366666666666667,,,,,,,,,,,,,,,,,,,,AMJ
2007-06-01,-1.3433333333333335,-0.7200000000000001,-0.27,0.07333333333333335,,,,,,,,,,,,,,,,,,,,MJJ
2007-07-01,-1.3499999999999999,-0.8533333333333332,-0.3833333333333333,0.016666666666666673,,,,,,,,,,,,,,,,,,,,JJA
2007-08-01,-1.5366666666666668,-1.0966666666666667,-0.6666666666666666,-0.21999999999999997,,,,,,,,,,,,,,,,,,,,JAS
2007-09-01,-1.7666666666666668,-1.3399999999999999,-1.0133333333333334,-0.49,,,,,,,,,,,,,,,,,,,,ASO
2007-10-01,-1.97,-1.5666666666666667,-1.3366666666666667,-0.86,,,,,,,,,,,,,,,,,,,,SON
2007-11-01,-1.9633333333333336,-1.64,-1.5533333333333335,-1.0666666666666667,,,,,,,,,,,,,,,,,,,,OND
2007-12-01,-1.49,-1.62,-1.6833333333333336,-1.36,,,,,,,,,,,,,,,,,,,,NDJ
2008-01-01,-0.7066666666666667,-1.4566666666666668,-1.7833333333333332,-1.5133333333333334,,,,,,,,,,,,,,,,,,,,DJF
2008-02-01,0.14333333333333334,-1.1333333333333335,-1.6333333333333335,-1.5666666666666664,,,,,,,,,,,,,,,,,,,,JFM
2008-03-01,0.48333333333333334,-0.7399999999999999,-1.33,-1.36,,,,,,,,,,,,,,,,,,,,FMA
2008-04-01,0.47,-0.3,-0.9233333333333332,-1.1,,,,,,,,,,,,,,,,,,,,MAM
2008-05-01,0.4533333333333333,-0.07333333333333333,-0.7000000000000001,-0.9033333333333333,,,,,,,,,,,,,,,,,,,,AMJ
2008-06-01,0.6566666666666666,0.19999999999999998,-0.3933333333333333,-0.7333333333333334,,,,,,,,,,,,,,,,,,,,MJJ
2008-07-01,0.9666666666666667,0.41333333333333333,-0.16,-0.6033333333333334,,,,,,,,,,,,,,,,,,,,JJA
2008-08-01,1.0,0.46,-0.09333333333333334,-0.5333333333333333,,,,,,,,,,,,,,,,,,,,JAS
2008-09-01,0.6333333333333332,0.25,-0.20333333333333334,-0.47333333333333333,,,,,,,,,,,,,,,,,,,,ASO
2008-10-01,0.20333333333333334,-0.04000000000000001,-0.33,-0.49000000000000005,,,,,,,,,,,,,,,,,,,,SON
2008-11-01,-0.19333333333333333,-0.3,-0.5133333333333333,-0.5633333333333334,,,,,,,,,,,,,,,,,,,,OND
2008-12-01,-0.20333333333333334,-0.4566666666666667,-0.7366666666666667,-0.7333333333333334,,,,,,,,,,,,,,,,,,,,NDJ
2009-01-01,-0.18999999999999997,-0.5533333333333333,-0.8466666666666667,-0.7933333333333333,,,,,,,,,,,,,,,,,,,,DJF
2009-02-01,-0.15666666666666668,-0.6066666666666667,-0.7533333333333333,-0.6699999999999999,,,,,,,,,,,,,,,,,,,,JFM
2009-03-01,0.0,-0.44333333333333336,-0.5,-0.41999999999999993,,,,,,,,,,,,,,,,,,,,FMA
2009-04-01,0.22333333333333336,-0.1633333333333333,-0.21333333333333337,-0.11,,,,,,,,,,,,,,,,,,,,MAM
2009-05-01,0.5933333333333334,0.3,0.12666666666666665,0.14333333333333334,,,,,,,,,,,,,,,,,,,,AMJ
2009-06-01,0.81,0.65,0.4566666666666666,0.32,,,,,,,,,,,,,,,,,,,,MJJ
2009-07-01,0.9566666666666667,0.86,0.6333333333333333,0.43,,,,,,,,,,,,,,,,,,,,JJA
2009-08-01,0.8300000000000001,0.8966666666666666,0.7266666666666666,0.5033333333333333,,,,,,,,,,,,,,,,,,,,JAS
2009-09-01,0.5466666666666666,0.8533333333333334,0.7999999999999999,0.6999999999999998,,,,,,,,,,,,,,,,,,,,ASO
2009-10-01,0.3833333333333333,0.9566666666666667,1.0766666666666667,0.94,,,,,,,,,,,,,,,,,,,,SON
2009-11-01,0.3433333333333333,1.2000000000000002,1.4000000000000001,1.14,,,,,,,,,,,,,,,,,,,,OND
2009-12-01,0.38666666666666666,1.2633333333333334,1.5866666666666667,1.2133333333333332,,,,,,,,,,,,,,,,,,,,NDJ
2010-01-01,0.19666666666666663,1.0933333333333335,1.4799999999999998,1.13,,,,,,,,,,,,,,,,,,,,DJF
2010-02-01,-0.053333333333333344,0.7833333333333333,1.2666666666666666,1.0766666666666667,,,,,,,,,,,,,,,,,,,,JFM
2010-03-01,-0.003333333333333336,0.6333333333333334,0.9633333333333333,0.9199999999999999,,,,,,,,,,,,,,,,,,,,FMA
2010-04-01,0.016666666666666663,0.3466666666666666,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,MAM
2010-05-01,0.06,-0.08,-0.0766666666666667,0.25666666666666665,,,,,,,,,,,,,,,,,,,,AMJ
2010-06-01,-0.6033333333333334,-0.6266666666666667,-0.65,-0.22666666666666666,,,,,,,,,,,,,,,,,,,,MJJ
2010-07-01,-1.06,-0.9633333333333334,-1.0333333333333332,-0.7066666666666667,,,,,,,,,,,,,,,,,,,,JJA
2010-08-01,-1.45,-1.1566666666666665,-1.3666666666666665,-1.1566666666666665,,,,,,,,,,,,,,,,,,,,JAS
2010-09-01,-1.5133333333333334,-1.3466666666666667,-1.5499999999999998,-1.4533333333333331,,,,,,,,,,,,,,,,,,,,ASO
2010-10-01,-1.5766666666666669,-1.5,-1.6366666666666667,-1.5766666666666669,,,,,,,,,,,,,,,,,,,,SON
2010-11-01,-1.5433333333333332,-1.6266666666666667,-1.6266666666666667,-1.5899999999999999,,,,,,,,,,,,,,,,,,,,OND
2010-12-01,-1.1133333333333335,-1.5133333333333334,-1.6133333333333333,-1.5833333333333333,,,,,,,,,,,,,,,,,,,,NDJ
2011-01-01,-0.5666666666666667,-1.26,-1.5099999999999998,-1.4433333333333334,,,,,,,,,,,,,,,,,,,,DJF
2011-02-01,-0.26333333333333336,-0.9633333333333334,-1.2966666666666666,-1.1666666666666667,,,,,,,,,,,,,,,,,,,,JFM
2011-03-01,-0.06333333333333332,-0.63,-1.0033333333333332,-0.8533333333333334,,,,,,,,,,,,,,,,,,,,FMA
2011-04-01,0.11666666666666665,-0.4033333333333333,-0.7233333333333333,-0.64,,,,,,,,,,,,,,,,,,,,MAM
2011-05-01,0.5433333333333333,-0.12,-0.4566666666666666,-0.5066666666666667,,,,,,,,,,,,,,,,,,,,AMJ
2011-06-01,0.64,-0.01666666666666667,-0.29,-0.4033333333333333,,,,,,,,,,,,,,,,,,,,MJJ
2011-07-01,0.43333333333333335,-0.10999999999999999,-0.36000000000000004,-0.35333333333333333,,,,,,,,,,,,,,,,,,,,JJA
2011-08-01,-0.046666666666666655,-0.35333333333333333,-0.5466666666666667,-0.44333333333333336,,,,,,,,,,,,,,,,,,,,JAS
2011-09-01,-0.39666666666666667,-0.6666666666666666,-0.7833333333333332,-0.5733333333333334,,,,,,,,,,,,,,,,,,,,ASO
2011-10-01,-0.6633333333333333,-0.89,-0.9199999999999999,-0.71,,,,,,,,,,,,,,,,,,,,SON
2011-11-01,-0.7866666666666666,-0.9933333333333333,-1.02,-0.8633333333333333,,,,,,,,,,,,,,,,,,,,OND
2011-12-01,-0.7999999999999999,-0.92,-1.0566666666666666,-1.0266666666666666,,,,,,,,,,,,,,,,,,,,NDJ
2012-01-01,-0.48000000000000004,-0.6166666666666666,-0.9366666666666666,-1.07,,,,,,,,,,,,,,,,,,,,DJF
2012-02-01,-0.06999999999999999,-0.3733333333333333,-0.7833333333333333,-0.9233333333333333,,,,,,,,,,,,,,,,,,,,JFM
2012-03-01,0.5766666666666667,-0.10333333333333333,-0.5533333333333333,-0.6333333333333334,,,,,,,,,,,,,,,,,,,,FMA
2012-04-01,0.9233333333333333,0.006666666666666664,-0.34,-0.42,,,,,,,,,,,,,,,,,,,,MAM
2012-05-01,1.3633333333333333,0.2966666666666667,-0.043333333333333335,-0.2366666666666667,,,,,,,,,,,,,,,,,,,,AMJ
2012-06-01,1.26,0.5766666666666667,0.26333333333333336,-0.10333333333333333,,,,,,,,,,,,,,,,,,,,MJJ
2012-07-01,0.9766666666666667,0.77,0.5233333333333333,0.12333333333333334,,,,,,,,,,,,,,,,,,,,JJA
2012-08-01,0.61,0.6933333333333334,0.59,0.3033333333333333,,,,,,,,,,,,,,,,,,,,JAS
2012-09-01,0.24333333333333332,0.38999999999999996,0.51,0.45,,,,,,,,,,,,,,,,,,,,ASO
2012-10-01,0.0,0.19333333333333336,0.3866666666666667,0.49,,,,,,,,,,,,,,,,,,,,SON
2012-11-01,-0.38999999999999996,-0.02666666666666666,0.17999999999999997,0.42333333333333334,,,,,,,,,,,,,,,,,,,,OND
2012-12-01,-0.5266666666666667,-0.21999999999999997,-0.05333333333333332,0.25,,,,,,,,,,,,,,,,,,,,NDJ
2013-01-01,-0.5366666666666667,-0.42,-0.3066666666666667,0.05666666666666667,,,,,,,,,,,,,,,,,,,,DJF
2013-02-01,-0.2866666666666666,-0.32,-0.3433333333333333,-0.09999999999999999,,,,,,,,,,,,,,,,,,,,JFM
2013-03-01,-0.39999999999999997,-0.18000000000000002,-0.24,-0.10333333333333332,,,,,,,,,,,,,,,,,,,,FMA
2013-04-01,-0.7233333333333333,-0.25666666666666665,-0.19666666666666668,-0.11666666666666668,,,,,,,,,,,,,,,,,,,,MAM
2013-05-01,-1.2133333333333332,-0.49333333333333335,-0.19333333333333333,-0.06333333333333334,,,,,,,,,,,,,,,,,,,,AMJ
2013-06-01,-1.3699999999999999,-0.6633333333333334,-0.26333333333333336,-0.06666666666666667,,,,,,,,,,,,,,,,,,,,MJJ
2013-07-01,-1.2366666666666666,-0.6166666666666667,-0.26666666666666666,-0.03,,,,,,,,,,,,,,,,,,,,JJA
2013-08-01,-0.96,-0.4466666666666666,-0.22000000000000006,-5.782411586589357e-19,,,,,,,,,,,,,,,,,,,,JAS
2013-09-01,-0.7266666666666666,-0.2966666666666667,-0.22666666666666668,0.02666666666666667,,,,,,,,,,,,,,,,,,,,ASO
2013-10-01,-0.58,-0.17,-0.13,0.10666666666666667,,,,,,,,,,,,,,,,,,,,SON
2013-11-01,-0.4566666666666666,-0.13999999999999999,-0.12,0.15333333333333332,,,,,,,,,,,,,,,,,,,,OND
2013-12-01,-0.15666666666666665,-0.19333333333333336,-0.18000000000000002,0.08333333333333333,,,,,,,,,,,,,,,,,,,,NDJ
2014-01-01,-0.22666666666666666,-0.4066666666666667,-0.3666666666666667,0.08333333333333333,,,,,,,,,,,,,,,,,,,,DJF
2014-02-01,-0.42,-0.4733333333333334,-0.4266666666666667,0.20666666666666667,,,,,,,,,,,,,,,,,,,,JFM
2014-03-01,-0.6333333333333333,-0.2733333333333334,-0.17666666666666667,0.47333333333333333,,,,,,,,,,,,,,,,,,,,FMA
2014-04-01,0.050000000000000044,0.19999999999999998,0.16,0.64,,,,,,,,,,,,,,,,,,,,MAM
2014-05-01,0.8566666666666666,0.5766666666666667,0.38666666666666666,0.6633333333333332,,,,,,,,,,,,,,,,,,,,AMJ
2014-06-01,1.4333333333333333,0.7166666666666667,0.3666666666666667,0.5499999999999999,,,,,,,,,,,,,,,,,,,,MJJ
2014-07-01,1.4233333333333331,0.6866666666666666,0.28,0.4466666666666666,,,,,,,,,,,,,,,,,,,,JJA
2014-08-01,1.1966666666666665,0.5399999999999999,0.27666666666666667,0.4666666666666666,,,,,,,,,,,,,,,,,,,,JAS
2014-09-01,0.9933333333333333,0.5433333333333333,0.38000000000000006,0.5833333333333334,,,,,,,,,,,,,,,,,,,,ASO
2014-10-01,0.8166666666666668,0.6733333333333333,0.5966666666666667,0.7233333333333333,,,,,,,,,,,,,,,,,,,,SON
2014-11-01,0.5233333333333333,0.79,0.7066666666666667,0.81,,,,,,,,,,,,,,,,,,,,OND
2014-12-01,0.1433333333333333,0.69,0.7200000000000001,0.8833333333333333,,,,,,,,,,,,,,,,,,,,NDJ
2015-01-01,-0.2866666666666667,0.4466666666666667,0.6233333333333334,0.93,,,,,,,,,,,,,,,,,,,,DJF
2015-02-01,-0.2933333333333334,0.23,0.5566666666666666,1.0033333333333332,,,,,,,,,,,,,,,,,,,,JFM
2015-03-01,0.2866666666666667,0.3333333333333333,0.64,1.1266666666666667,,,,,,,,,,,,,,,,,,,,FMA
2015-04-01,1.28,0.6699999999999999,0.7966666666666665,1.1500000000000001,,,,,,,,,,,,,,,,,,,,MAM
2015-05-01,2.106666666666667,1.1733333333333331,1.0433333333333332,1.1366666666666667,,,,,,,,,,,,,,,,,,,,AMJ
2015-06-01,2.6133333333333337,1.6733333333333331,1.3166666666666667,1.06,,,,,,,,,,,,,,,,,,,,MJJ
2015-07-01,2.5500000000000003,2.0566666666666666,1.6633333333333333,1.0233333333333332,,,,,,,,,,,,,,,,,,,,JJA
2015-08-01,2.56,2.38,1.9833333333333332,1.0066666666666666,,,,,,,,,,,,,,,,,,,,JAS
2015-09-01,2.4433333333333334,2.5433333333333334,2.27,1.0466666666666666,,,,,,,,,,,,,,,,,,,,ASO
2015-10-01,2.4433333333333334,2.74,2.5633333333333335,1.2766666666666666,,,,,,,,,,,,,,,,,,,,SON
2015-11-01,2.3166666666666664,2.813333333333333,2.7433333333333336,1.4733333333333334,,,,,,,,,,,,,,,,,,,,OND
2015-12-01,1.9466666666666665,2.7866666666666666,2.7899999999999996,1.55,,,,,,,,,,,,,,,,,,,,NDJ
2016-01-01,1.4233333333333331,2.473333333333333,2.606666666666667,1.4766666666666666,,,,,,,,,,,,,,,,,,,,DJF
2016-02-01,1.0033333333333334,2.046666666666667,2.2266666666666666,1.38,,,,,,,,,,,,,,,,,,,,JFM
2016-03-01,0.61,1.4666666666666668,1.7233333333333334,1.2266666666666668,,,,,,,,,,,,,,,,,,,,FMA
2016-04-01,0.47666666666666674,0.8133333333333334,1.0233333333333332,0.9433333333333334,,,,,,,,,,,,,,,,,,,,MAM
2016-05-01,0.26333333333333336,0.25,0.42333333333333334,0.6699999999999999,,,,,,,,,,,,,,,,,,,,AMJ
2016-06-01,0.24333333333333337,-0.18999999999999997,-0.10333333333333333,0.46,,,,,,,,,,,,,,,,,,,,MJJ
2016-07-01,0.2833333333333333,-0.35333333333333333,-0.3833333333333333,0.26,,,,,,,,,,,,,,,,,,,,JJA
2016-08-01,0.36333333333333334,-0.3733333333333333,-0.5466666666666667,0.016666666666666673,,,,,,,,,,,,,,,,,,,,JAS
2016-09-01,0.4366666666666667,-0.36333333333333334,-0.6266666666666666,-0.20333333333333334,,,,,,,,,,,,,,,,,,,,ASO
2016-10-01,0.33666666666666667,-0.3433333333333333,-0.63,-0.32666666666666666,,,,,,,,,,,,,,,,,,,,SON
2016-11-01,0.33666666666666667,-0.4033333333333333,-0.5633333333333334,-0.30333333333333334,,,,,,,,,,,,,,,,,,,,OND
2016-12-01,0.6166666666666667,-0.26,-0.4266666666666667,-0.21,,,,,,,,,,,,,,,,,,,,NDJ
2017-01-01,1.1266666666666667,0.08333333333333333,-0.19666666666666666,-0.11,,,,,,,,,,,,,,,,,,,,DJF
2017-02-01,1.58,0.3933333333333333,-0.016666666666666663,-0.08333333333333333,,,,,,,,,,,,,,,,,,,,JFM
2017-03-01,1.4799999999999998,0.5966666666666667,0.19666666666666668,0.006666666666666664,,,,,,,,,,,,,,,,,,,,FMA
2017-04-01,1.2,0.5566666666666666,0.30333333333333334,0.12666666666666668,,,,,,,,,,,,,,,,,,,,MAM
2017-05-01,0.6033333333333334,0.46666666666666673,0.44333333333333336,0.33,,,,,,,,,,,,,,,,,,,,AMJ
2017-06-01,0.27,0.3466666666666667,0.4666666666666666,0.4133333333333334,,,,,,,,,,,,,,,,,,,,MJJ
2017-07-01,-0.14,0.12,0.26333333333333336,0.38000000000000006,,,,,,,,,,,,,,,,,,,,JJA
2017-08-01,-0.39666666666666667,-0.2066666666666667,-0.06333333333333332,0.19666666666666668,,,,,,,,,,,,,,,,,,,,JAS
2017-09-01,-0.82,-0.49666666666666676,-0.3466666666666667,0.02666666666666667,,,,,,,,,,,,,,,,,,,,ASO
2017-10-01,-1.0533333333333335,-0.79,-0.5833333333333334,-0.09666666666666666,,,,,,,,,,,,,,,,,,,,SON
2017-11-01,-1.29,-0.9266666666666667,-0.6966666666666667,-0.18000000000000002,,,,,,,,,,,,,,,,,,,,OND
2017-12-01,-1.1133333333333333,-1.0933333333333335,-0.7933333333333333,-0.2333333333333333,,,,,,,,,,,,,,,,,,,,NDJ
2018-01-01,-0.9199999999999999,-1.08,-0.8066666666666666,-0.25333333333333335,,,,,,,,,,,,,,,,,,,,DJF
2018-02-01,-0.7266666666666666,-0.9700000000000001,-0.7933333333333333,-0.18666666666666668,,,,,,,,,,,,,,,,,,,,JFM
2018-03-01,-0.7966666666666667,-0.7166666666666667,-0.6633333333333332,-0.056666666666666664,,,,,,,,,,,,,,,,,,,,FMA
2018-04-01,-0.7866666666666667,-0.43,-0.40666666666666657,0.09666666666666666,,,,,,,,,,,,,,,,,,,,MAM
2018-05-01,-0.75,-0.08000000000000002,-0.09666666666666666,0.21999999999999997,,,,,,,,,,,,,,,,,,,,AMJ
2018-06-01,-0.47333333333333333,0.18999999999999997,0.12333333333333334,0.28,,,,,,,,,,,,,,,,,,,,MJJ
2018-07-01,-0.2866666666666666,0.29,0.26333333333333336,0.37666666666666665,,,,,,,,,,,,,,,,,,,,JJA
2018-08-01,-0.06666666666666667,0.31,0.3233333333333333,0.43,,,,,,,,,,,,,,,,,,,,JAS
2018-09-01,0.13999999999999999,0.4533333333333333,0.5099999999999999,0.6466666666666666,,,,,,,,,,,,,,,,,,,,ASO
2018-10-01,0.36000000000000004,0.7533333333333333,0.7433333333333333,0.7933333333333333,,,,,,,,,,,,,,,,,,,,SON
2018-11-01,0.63,0.9633333333333334,0.9366666666666666,0.9766666666666666,,,,,,,,,,,,,,,,,,,,OND
2018-12-01,0.68,0.8566666666666668,0.82,0.8933333333333332,,,,,,,,,,,,,,,,,,,,NDJ
2019-01-01,0.5566666666666666,0.6900000000000001,0.7166666666666667,0.8966666666666666,,,,,,,,,,,,,,,,,,,,DJF
2019-02-01,0.3499999999999999,0.6166666666666667,0.7333333333333334,0.8566666666666666,,,,,,,,,,,,,,,,,,,,JFM
2019-03-01,0.18333333333333332,0.66,0.8366666666666666,0.8666666666666667,,,,,,,,,,,,,,,,,,,,FMA
2019-04-01,0.11333333333333333,0.6766666666666667,0.85,0.81,,,,,,,,,,,,,,,,,,,,MAM
2019-05-01,-0.026666666666666672,0.5499999999999999,0.71,0.7666666666666666,,,,,,,,,,,,,,,,,,,,AMJ
2019-06-01,-0.1466666666666667,0.3466666666666667,0.5733333333333334,0.8300000000000001,,,,,,,,,,,,,,,,,,,,MJJ
2019-09-01,-0.3,-0.13,0.04,0.36,-0.75,-0.9,-0.0,-0.12,0.26,0.03,-0.05,0.06,0.19,0.22,0.16,0.21,0.16,-0.19,0.34,0.21,0.9,0.42,0.13,ASO
2019-10-01,-0.34,-0.17,-0.06,0.23,-0.61,-0.19,-0.16,0.06,0.2,0.12,0.06,0.03,0.28,0.18,0.24,0.22,0.22,-0.06,0.41,0.17,0.19,0.43,0.18,SON
2019-11-01,-0.39,-0.16,-0.06,0.21,-1.21,-0.02,-0.25,0.16,0.05,0.17,0.18,-0.03,0.58,0.12,0.39,0.28,0.24,0.05,0.46,0.13,0.02,0.44,0.57,OND
2019-12-01,-0.34,-0.1,-0.07,0.15,-1.05,-0.3,-0.37,0.17,-0.15,0.17,0.16,-0.12,0.47,0.11,0.6,0.25,0.21,0.06,0.46,0.09,0.3,0.45,1.17,NDJ
2020-01-01,-0.27,-0.04,-0.07,0.07,-0.79,-0.47,-0.47,0.19,-0.4,0.12,0.16,-0.23,0.89,0.14,0.81,0.29,0.14,-0.02,0.41,0.09,0.47,0.41,1.29,DJF
2020-02-01,-0.22,0.01,-0.02,0.03,-0.28,-0.45,-0.5,0.18,-0.58,0.07,-0.01,-0.34,0.86,0.18,0.92,0.35,0.14,-0.11,0.37,0.1,0.45,0.34,1.14,JFM
2020-03-01,-0.19,0.02,0.05,0.06,-0.23,-0.35,-0.46,0.24,-0.62,0.05,0.35,-0.43,0.82,0.16,0.89,0.36,0.15,-0.11,0.36,0.1,0.35,0.27,0.55,FMA
2020-04-01,-0.25,-0.02,0.06,0.12,-0.21,-0.11,-0.41,0.32,-0.55,0.05,0.39,-0.55,0.41,0.09,0.79,0.24,0.15,-0.05,0.35,0.07,0.11,0.24,0.2,MAM
2020-05-01,-0.33,-0.07,0.06,0.13,-0.17,-0.01,-0.39,0.47,-0.48,0.06,0.61,-0.64,0.32,0.05,0.69,0.09,0.1,0.01,0.35,0.07,0.01,0.21,0.23,AMJ
2020-06-01,-0.44,-0.05,0.1,0.14,-0.19,0.0,-0.37,0.52,-0.49,0.07,0.3,-0.59,0.19,0.05,0.67,0.09,0.11,0.03,0.35,0.09,-0.0,0.18,0.43,MJJ
